popularity,duration,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,title
57,236.901,0.388,0.8170000000000001,0.657,0,8,0.0742,-6.858,major,0.0818,135.004,4,0.7929999999999999,Catch This Wave (feat. T.I.)
51,163.413,0.133,0.904,0.557,0.00261,1,0.0926,-6.7170000000000005,major,0.34,90.844,4,0.8190000000000001,Catchin' The Vibe
19,132.453,0.7090000000000001,0.344,0.46,0,10,0.117,-9.399,major,0.0319,84.469,4,0.528,Catie Rae
31,224.946,0.0251,0.815,0.8079999999999999,5.37e-6,6,0.12,-4.614,major,0.0511,110.063,4,0.746,Caught Up
46,196.52,0.108,0.861,0.693,2.58e-4,0,0.0814,-5.507000000000001,minor,0.0652,128.99200000000002,4,0.802,Caution
45,198.54,0.731,0.192,0.242,0.911,4,0.0999,-16.254,major,0.032,157.711,3,0.0395,Cavatina - Ambient Mix
5,319.666,0.015,0.685,0.774,0.7759999999999999,7,0.0864,-10.15,major,0.0541,115.37,4,0.282,Cavern
52,253.152,0.141,0.835,0.74,3.78e-6,5,0.0797,-3.838,major,0.0427,108.018,4,0.954,CCTV
44,183.965,0.00417,0.5710000000000001,0.855,0,4,0.0938,-4.622,major,0.0866,136.048,4,0.775,Ceasefire
68,174.826,0.35700000000000004,0.755,0.8759999999999999,5.17e-6,0,0.22,-8.867,major,0.0362,102.762,4,0.954,Cecilia
63,169.56,0.409,0.675,0.8490000000000001,1.31e-5,0,0.0916,-9.68,major,0.0386,104.765,4,0.965,Cecilia
58,243.173,0.0224,0.66,0.679,0,2,0.0945,-6.749,major,0.111,164.11,4,0.595,Celebrate
35,235.236,0.181,0.442,0.39,2.8000000000000003e-5,8,0.127,-7.916,major,0.0285,99.157,4,0.247,Celebrate Life
26,162.493,1.35e-5,0.4429999999999999,0.8959999999999999,1.01e-4,9,0.369,-6.162999999999999,major,0.0457,134.145,4,0.733,Celebrity Skin
43,252.173,0.398,0.72,0.531,1.07e-5,5,0.0438,-7.867999999999999,major,0.0541,82.376,4,0.961,Ceniza fria
51,262,0.938,0.161,0.193,0.959,11,0.106,-24.546,minor,0.0436,133.47,3,0.132,Central Park
0,180.013,0.95,0.531,0.29600000000000004,0.00294,5,0.114,-13.464,major,0.033,92.335,4,0.677,Cerca del Mar
58,160,0.636,0.698,0.6609999999999999,0,7,0.228,-9.674,major,0.0416,131.808,4,0.8240000000000001,Chain Gang
43,200.52,0.0268,0.736,0.828,0,9,0.317,-4.976,major,0.326,164.09900000000002,4,0.789,Chain Music
7,257.213,0.83,0.507,0.423,0.00916,2,0.0973,-14.187,minor,0.0332,82.809,4,0.701,Chan Chan
81,216.12,0.0197,0.399,0.787,6.07e-5,1,0.0685,-2.88,major,0.0499,117.089,5,0.5720000000000001,Chandelier
38,267.186,0.0965,0.726,0.797,0.0256,10,0.395,-5.091,minor,0.0554,98.022,4,0.954,Chandelier - Plastic Plates Remix
31,242.706,0.19,0.594,0.65,0.873,4,0.0968,-6.867000000000001,minor,0.0412,86.038,4,0.292,Change
38,196.649,0.305,0.768,0.611,0,0,0.61,-5.707999999999999,minor,0.309,94.17,4,0.408,Change
31,216.538,0.61,0.647,0.6579999999999999,0,0,0.711,-7.544,minor,0.298,59.906000000000006,4,0.434,CHANGE
36,253.266,0.0686,0.521,0.818,0.0264,9,0.327,-11.535,major,0.0533,114.49,4,0.59,Changeling
67,345.173,0.00864,0.8220000000000001,0.7040000000000001,0.627,3,0.0633,-8.242,minor,0.0374,125.999,4,0.255,Changes
19,205,0.0905,0.504,0.807,0,2,0.142,-3.839,major,0.0505,171.06099999999998,4,0.37799999999999995,Changing
52,187.402,0.239,0.635,0.435,0,8,0.091,-9.506,major,0.0514,77.048,4,0.0563,Channel Red
59,132.038,0.0115,0.809,0.581,5.13e-4,10,0.345,-8.294,minor,0.195,149.94899999999998,4,0.369,Chaos
53,216.752,0.8420000000000001,0.737,0.34600000000000003,0.055,9,0.121,-8.11,major,0.0271,92.008,4,0.207,Chariot
42,216.735,0.0452,0.769,0.619,0,0,0.271,-5.024,minor,0.0414,124.055,4,0.0788,Charlie's Line
43,176.893,4.69e-4,0.394,0.764,0.0082,7,0.526,-5.412999999999999,major,0.124,146.981,4,0.561,Charmer
75,205.267,0.0449,0.7090000000000001,0.562,0,5,0.217,-4.864,major,0.0724,125.965,4,0.386,Chasing Fire
23,217.678,0.0067,0.607,0.7170000000000001,0.00132,5,0.256,-5.771,major,0.0634,125.956,4,0.376,Chasing Fire - Robin Schulz Remix
58,227.244,0.036,0.552,0.821,0.0851,5,0.0618,-4.2410000000000005,major,0.026,126.954,4,0.401,Chateau - ARTY Remix
51,170.84,0.209,0.436,0.804,0,0,0.171,-4.907,major,0.0409,188.061,4,0.784,Chateau Lobby #4 (in C for Two Virgins)
5,146.68,0.00117,0.8859999999999999,0.727,6.08e-4,11,0.0824,-5.396,minor,0.0832,128.96200000000002,4,0.679,Cheap and Cheerful
53,158.96,0.928,0.502,0.0596,2.6600000000000003e-5,3,0.125,-16.977,major,0.0361,133.168,4,0.317,Cheap Suit
56,288.4,0.14800000000000002,0.617,0.461,0.0151,5,0.12,-14.485,minor,0.0434,93.853,4,0.828,Cheap Sunglasses
63,215.173,0.0468,0.519,0.825,0,7,0.0604,-3.0869999999999997,major,0.145,154.77700000000002,4,0.581,Chelsea Dagger
42,215.173,0.0505,0.512,0.8170000000000001,0,7,0.0775,-3.154,major,0.142,154.607,4,0.552,Chelsea Dagger
62,234.775,0.942,0.59,0.233,7.63e-5,6,0.11,-10.962,major,0.043,78.178,4,0.597,Chemicals - Acoustic
25,173.693,0.758,0.664,0.5379999999999999,0.0185,9,0.0674,-12.73,major,0.0687,112.304,4,0.6679999999999999,Cherokee Maiden
2,159.711,0.8959999999999999,0.37200000000000005,0.247,0.00162,4,0.08199999999999999,-12.633,major,0.0336,181.763,4,0.241,Cherry
60,192.466,0.00173999999999999,0.377,0.65,5.7499999999999995e-5,2,0.107,-5.902,major,0.02899999999999999,180.074,4,0.365,Cherry-coloured Funk
67,138.706,0.0635,0.4920000000000001,0.835,2.09e-5,11,0.135,-8.072000000000001,major,0.0769,136.814,4,0.488,Cherry Bomb
68,201.026,0.0372,0.472,0.946,0,2,0.35200000000000004,-4.591,major,0.145,177.489,4,0.486,Cherry Pie
53,240.146,0.951,0.415,0.11,0.00236,1,0.0962,-14.901,major,0.0388,81.876,4,0.234,Cherry Wine - Live
66,263.869,0.14400000000000002,0.622,0.515,0.0165,8,0.194,-7.959,minor,0.145,168.265,4,0.217,Chewing Gum
35,186.6,0.154,0.818,0.861,0,8,0.0792,-5.353,minor,0.293,139.94299999999998,4,0.733,CHICCEN TALK (feat. Killer Mike)
48,187.805,0.165,0.805,0.409,0.001,6,0.259,-8.039,major,0.0664,119.906,4,0.629,Childhood Dreams
68,243.266,2.95e-4,0.604,0.755,0.812,0,0.0625,-10.761,major,0.0337,137.064,4,0.388,Children
67,195.306,0.319,0.623,0.91,4.48e-4,9,0.081,-8.448,major,0.0384,145.624,4,0.745,China Grove
0,203.493,0.00117,0.5820000000000001,0.513,0.114,5,0.0945,-11.955,minor,0.0315,126.073,4,0.391,Chinatown
60,192.026,0.00255,0.727,0.75,1.23e-6,1,0.116,-6.221,major,0.0392,124.98,4,0.354,Ching Ching
66,224.64,0.00391,0.591,0.94,0,11,0.3829999999999999,-4.341,major,0.0522,100.043,4,0.6759999999999999,Chocolate
59,180,0.871,0.652,0.403,0.8079999999999999,9,0.0742,-14.328,minor,0.0802,140.012,4,0.08900000000000001,Choke
53,203.546,6.1e-4,0.609,0.88,0.0182,11,0.0814,-4.391,minor,0.0676,120.006,4,0.645,Chokehold
54,210.24,3.5299999999999e-4,0.42,0.929,7.4699999999999e-4,7,0.122,-3.899,minor,0.121,127.204,4,0.3,Chop Suey!
38,184.424,0.00993,0.616,0.873,0.936,10,0.201,-5.04,minor,0.0427,150.969,4,0.411,Chopstix
48,182.739,0.119,0.899,0.477,3.32e-6,1,0.153,-7.936,major,0.165,87.978,4,0.3829999999999999,Christopher Columbus
38,254.48,0.459,0.6559999999999999,0.388,0,10,0.0875,-8.086,minor,0.0423,122.939,4,0.232,Chronomètre
48,191.605,0.3,0.682,0.767,3.3799999999999995e-5,9,0.106,-4.78,major,0.379,129.264,5,0.447,Chun-Li
25,215.567,0.0577,0.569,0.944,0.337,9,0.0562,-8.1,minor,0.0319,130.001,4,0.39,Ciencia Ficción
27,263.487,0.28300000000000003,0.6809999999999999,0.8390000000000001,0,6,0.17800000000000002,-2.417,major,0.0584,77.982,4,0.85,Cinco de Mayo
74,279.013,0.234,0.679,0.908,0,8,0.0821,-3.411,major,0.202,85.91799999999999,4,0.687,Cinderella Man
61,97.265,0.7929999999999999,0.4920000000000001,0.336,0.91,0,0.104,-11.989,minor,0.203,75.278,1,0.158,Circles
48,247.226,0.615,0.7829999999999999,0.74,2.82e-5,5,0.0878,-4.096,minor,0.0644,134.042,4,0.669,Circles
23,241.257,0.73,0.755,0.8809999999999999,0.0028,0,0.923,-3.2460000000000004,major,0.0427,132.789,4,0.915,Cisco Kid
61,181.839,0.115,0.53,0.8109999999999999,0.831,0,0.348,-9.343,major,0.0997,176.142,4,0.708,Cissy Strut
36,248.964,7.27e-4,0.664,0.5329999999999999,0.735,4,0.765,-8.988999999999999,minor,0.0284,127.026,4,0.634,City
41,247.274,4.9699999999999e-4,0.452,0.904,0.838,6,0.103,-4.251,minor,0.0491,174.989,4,0.311,City Needs Sleep - Fox Stevenson Remix
56,154.858,0.934,0.531,0.116,0,6,0.0981,-11.157,major,0.0548,117.469,3,0.17600000000000002,City of Stars
6,149.173,0.478,0.69,0.58,0,6,0.373,-6.474,minor,0.0838,84.985,4,0.7709999999999999,Clandestino
56,185.116,0.5670000000000001,0.514,0.777,0,9,0.297,-9.196,major,0.35100000000000003,137.55200000000002,4,0.716,Clash Of The Titans
46,212.24,0.229,0.578,0.976,0.805,6,0.37200000000000005,-4.043,major,0.051,158.157,4,0.965,Class Historian
37,347.226,0.229,0.85,0.561,0.0229,7,0.197,-10.377,major,0.0523,113.621,4,0.967,Class/Style (I've Got It) - Marc Hartman 88 Extended Mix
22,250.285,0.767,0.444,0.804,0.6509999999999999,5,0.26899999999999996,-6.876,minor,0.154,140.078,4,0.168,Classix
56,259.44,0.0636,0.5579999999999999,0.8290000000000001,0.0907,6,0.0845,-5.582000000000001,major,0.0343,116.001,4,0.33899999999999997,Clearest Blue - Gryffin Remix
65,252.933,0.00324,0.609,0.937,2.94e-4,6,0.129,-2.912,major,0.0495,95.961,4,0.493,Click Click Boom
0,435.04,2.01e-6,0.228,0.98,0.833,1,0.289,-5.313,major,0.11,129.939,1,0.364,Clockworks
51,211.714,0.0842,0.625,0.8109999999999999,2.8000000000000003e-5,1,0.258,-4.875,minor,0.0399,139.97799999999998,4,0.146,Close
35,228.213,0.0741,0.488,0.8909999999999999,0,1,0.17600000000000002,-5.388999999999999,minor,0.0874,75.48899999999999,4,0.605,Close Enough - feat. Noosa
67,203.266,0.0745,0.7240000000000001,0.523,0.703,11,0.0811,-11.139,major,0.116,185.075,4,0.965,Close To Me
56,330.08,0.0105,0.762,0.6459999999999999,2.14e-6,10,0.0406,-8.69,minor,0.092,95.992,4,0.8190000000000001,Close To You
61,157.428,0.11,0.7290000000000001,0.7609999999999999,0.00128,2,0.0973,-5.477,major,0.119,124.037,4,0.374,Close Your Eyes
69,373.306,3.65e-4,0.5589999999999999,0.725,0.5529999999999999,10,0.112,-8.631,minor,0.0426,90.012,4,0.501,Closer
9,271.653,0.00146,0.5720000000000001,0.8190000000000001,0.0108,2,0.141,-2.7110000000000003,minor,0.0333,91.945,4,0.33899999999999997,Closer
59,274.16,0.0196,0.484,0.841,1.71e-6,7,0.14800000000000002,-5.438,major,0.0291,92.124,4,0.304,Closing Time
62,163.723,0.287,0.496,0.444,1e-5,9,0.168,-8.152000000000001,minor,0.0391,137.774,4,0.154,Closure
75,193.107,0.138,0.708,0.84,0,7,0.227,-4.825,major,0.181,151.715,4,0.895,Cloudy Skies
40,214.373,0.0257,0.24,0.919,2.31e-5,0,0.0932,-6.854,major,0.0812,101.758,4,0.123,Club Foot
53,228,0.138,0.933,0.8190000000000001,0.0198,0,0.743,-7.337000000000001,major,0.133,124.996,4,0.8009999999999999,Clubbed Up
64,227.234,0.653,0.8290000000000001,0.23,0.188,2,0.258,-16.559,major,0.0418,94.014,4,0.516,Clueless
33,181.666,0.7909999999999999,0.6,0.517,0.0187,9,0.108,-9.567,major,0.032,136.52100000000002,4,0.645,Coal Miner's Daughter
54,183.666,0.93,0.624,0.257,7.56e-5,5,0.138,-13.341,major,0.0444,85.617,4,0.6809999999999999,Coat of Many Colors
52,174.639,0.0809,0.865,0.7909999999999999,5.19e-5,9,0.13,-5.449,major,0.259,133.048,4,0.158,Cobra
51,252.906,0.884,0.636,0.22,0.00754,10,0.0925,-13.059,major,0.0468,133.93,4,0.0401,Cocoa Hooves
31,197.381,0.00148,0.5589999999999999,0.725,0.92,1,0.0594,-7.664,major,0.0288,139.989,4,0.101,Codeine Dreams
49,124.483,0.982,0.535,0.106,0.969,9,0.113,-20.159,major,0.0655,119.171,4,0.35100000000000003,Coffee
54,195.784,0.106,0.706,0.847,0.0888,10,0.13699999999999998,-4.405,minor,0.0709,124.906,4,0.5920000000000001,Cola - Robin Schulz Remix
69,195.784,0.106,0.706,0.847,0.0888,10,0.13699999999999998,-4.405,minor,0.0709,124.906,4,0.5920000000000001,Cola - Robin Schulz Remix
48,152.24,0.5710000000000001,0.48,0.8390000000000001,0,10,0.173,-4.084,major,0.313,200.926,4,0.33899999999999997,Cold Blooded
48,146.666,0.6779999999999999,0.679,0.284,0.918,11,0.115,-12.317,minor,0.0399,143.875,4,0.325,cold door handles
64,181.595,0.733,0.509,0.257,0,6,0.312,-13.962,minor,0.108,187.366,4,0.55,Cold Water
62,153.829,0.835,0.597,0.374,0,9,0.0591,-9.041,major,0.0633,89.90299999999999,4,0.341,Cold Water
39,163.053,0.885,0.583,0.232,0,2,0.15,-8.386000000000001,major,0.034,113.491,4,0.517,"Cold, Cold Heart - Single Version"
53,208.879,0.104,0.8109999999999999,0.804,0,1,0.0627,-5.474,major,0.259,140.018,4,0.778,Coldest Flows
58,211.72,0.0106,0.28300000000000003,0.655,1.05e-6,9,0.0787,-5.954,minor,0.0699,83.87799999999999,4,0.124,Coldhearted
53,252.468,2.02e-5,0.373,0.97,0.6679999999999999,1,0.446,-4.905,major,0.181,153.786,4,0.27699999999999997,Collapse
66,251,0.911,0.27,0.463,0.013,4,0.0835,-13.774,major,0.28800000000000003,76.221,3,0.0557,Cologne
63,176.796,0.146,0.8,0.794,0,10,0.128,-5.551,minor,0.23,92.05,4,0.43799999999999994,Colors
53,316.734,0.0475,0.526,0.517,0,2,0.7809999999999999,-10.912,major,0.472,147.17,4,0.26899999999999996,Colors
45,197.306,1.84e-4,0.458,0.936,2.85e-4,1,0.0915,-3.073,major,0.0611,133.461,4,0.5429999999999999,Come & Go
25,180.386,0.506,0.5760000000000001,0.513,8.120000000000001e-5,2,0.153,-8.541,minor,0.0286,129.453,4,0.972,Come And Get It
46,235.477,0.0538,0.807,0.34600000000000003,2.55e-6,2,0.087,-10.275,major,0.0613,84.98,4,0.0608,Come and See Me (feat. Drake)
74,218.92,1.82e-4,0.505,0.825,9.48e-4,4,0.0855,-5.721,minor,0.0401,119.987,4,0.541,Come As You Are
77,218.92,1.6e-4,0.5,0.8240000000000001,0.00161,4,0.0916,-5.846,minor,0.0388,120.125,4,0.539,Come As You Are
1,204.08,0.00101999999999999,0.603,0.883,0.0207,5,0.575,-5.196000000000001,minor,0.053900000000000003,124.915,4,0.454,Come Back Home
58,151.394,0.0558,0.525,0.416,0.0978,10,0.0918,-12.211,minor,0.0505,80.449,4,0.5539999999999999,Come Clean
67,211.293,0.127,0.825,0.453,3.82e-6,4,0.0838,-7.428999999999999,minor,0.227,99.974,4,0.496,Come Closer
61,179.013,0.128,0.809,0.5920000000000001,2.13e-6,0,0.0926,-7.359,major,0.237,149.97799999999998,4,0.637,Come Down
40,273.72,0.413,0.466,0.615,0,0,0.34299999999999997,-9.102,major,0.0492,108.016,4,0.812,Come On Eileen
36,177.733,0.181,0.69,0.639,6.21e-4,7,0.0799,-13.579,major,0.0413,94.661,4,0.928,Come On In (You Did The Best You Could Do)
15,247.28,0.913,0.64,0.429,0,4,0.0934,-11.522,minor,0.0485,88.391,4,0.802,Come On! Come On!/ Bodo! Bodo! - Live
60,124.586,0.7879999999999999,0.616,0.7240000000000001,3.16e-6,9,0.128,-8.101,major,0.042,81.402,3,0.809,"Come On, Let's Go"
58,318.333,0.0702,0.594,0.262,0.00268999999999999,10,0.256,-10.573,major,0.0341,123.518,4,0.21600000000000005,Come Pick Me Up
59,365,0.16,0.287,0.562,0,0,0.103,-7.549,major,0.0304,147.622,4,0.126,Come Sail Away
26,162.306,0.675,0.7290000000000001,0.637,0,7,0.217,-7.732,major,0.039,126.489,4,0.856,Come See About Me - Stereo Version
52,144.933,0.93,0.601,0.095,2.85e-4,1,0.116,-18.478,major,0.0374,122.975,4,0.672,Come Softly To Me
16,254.773,0.0165,0.234,0.866,0,0,0.138,-5.803999999999999,major,0.227,179.90599999999998,3,0.536,Come To Mama
69,193.714,0.00257,0.447,0.7879999999999999,1.6800000000000002e-5,2,0.0744,-4.994,minor,0.0464,80.04,4,0.505,Come Together
33,215.068,0.0941,0.86,0.705,0,8,0.294,-7.412999999999999,minor,0.16,109.985,4,0.35200000000000004,Come Up In A Minute
47,157.461,0.0526,0.659,0.7340000000000001,2.48e-6,10,0.242,-4.008,major,0.046,161.971,4,0.34600000000000003,Come With Me
55,211.96,0.0311,0.654,0.726,6.35e-5,10,0.0618,-3.803,minor,0.0401,103.987,4,0.728,Come with Me Now
38,234.373,0.00323,0.5429999999999999,0.847,0,9,0.0551,-3.574,major,0.0659,92.046,4,0.65,Como
43,417.302,0.795,0.446,0.527,7.09e-4,10,0.722,-8.009,major,0.049,81.5,4,0.591,Como Fue (feat. Bobby Carcassés)
42,184.066,0.13699999999999998,0.593,0.484,3.05e-4,10,0.3,-9.971,major,0.0301,181.979,4,0.866,Como La Flor
44,224.16,0.644,0.884,0.7070000000000001,6.47e-6,1,0.0821,-2.875,minor,0.0383,134.99200000000002,4,0.946,Como Lo Niego
68,312.232,0.0732,0.825,0.752,0,9,0.106,-6.8260000000000005,minor,0.0537,113.95,4,0.391,Como Soy
50,230.896,0.212,0.625,0.44,0,6,0.215,-12.07,major,0.0535,179.886,4,0.733,Como Te Extrano
52,258.573,0.265,0.865,0.5710000000000001,0,8,0.32799999999999996,-6.365,major,0.19,90,4,0.384,"Como, Cuando y Donde"
50,193.333,0.914,0.48,0.162,0,8,0.123,-10.238,major,0.0542,75.301,4,0.0949,Company (feat. Molly Hammar)
26,200.84,0.654,0.7190000000000001,0.715,0.00504,7,0.251,-9.358,minor,0.0532,95.167,4,0.961,Complicación
21,244.506,0.0615,0.5820000000000001,0.758,8.41e-6,5,0.309,-5.9510000000000005,major,0.0464,77.982,4,0.413,Complicated
77,244.506,0.0572,0.585,0.7759999999999999,7.74e-6,5,0.3,-5.898,major,0.0459,77.987,4,0.4270000000000001,Complicated
45,305.066,0.8220000000000001,0.718,0.332,0.892,10,0.158,-13.213,minor,0.0331,113.813,4,0.701,Con Alma
38,184.615,0.303,0.952,0.685,0.0168,2,0.136,-7.38,minor,0.116,117.021,4,0.675,Con la Careta de Chuky
24,208.409,0.399,0.6659999999999999,0.642,0,2,0.3,-6.683,major,0.0313,149.901,4,0.774,Con La Mirada Que Me Das (feat. Frankie J)
70,174.827,0.509,0.96,0.82,1.73e-5,1,0.123,-3.13,major,0.21899999999999997,116.048,4,0.363,Con Silenciador
49,331.773,0.5479999999999999,0.578,0.774,4.79e-6,10,0.198,-4.729,major,0.0416,176.78,4,0.915,Conciencia
51,163.84,0.393,0.619,0.741,0,5,0.079,-7.186,major,0.0444,99.475,4,0.923,Coney Island
33,549.366,0.8029999999999999,0.398,0.7040000000000001,0.919,2,0.0819,-10.523,minor,0.0568,81.696,4,0.578,Congadanza
79,181.913,0.645,0.547,0.289,0,0,0.14800000000000002,-8.131,major,0.0348,104.851,3,0.213,Consequences - orchestra
7,120.201,0.966,0.4429999999999999,0.217,0.89,5,0.107,-17.87,major,0.032,83.245,4,0.542,Consonance
57,211.666,0.175,0.26899999999999996,0.522,0,7,0.961,-10.01,major,0.0418,71.179,4,0.152,Contigo En La Distancia
44,212.662,0.775,0.807,0.401,0,8,0.0994,-10.653,major,0.0521,117.409,4,0.696,Contrabando Y Traicion
24,140.538,0.0256,0.753,0.612,8.99e-4,2,0.0707,-10.817,major,0.0631,140.041,4,0.241,Controlla
32,206.21,0.0175,0.341,0.513,3.85e-5,6,0.652,-6.932,major,0.0329,65.905,4,0.336,Conversations with my Wife
45,110.166,0.0227,0.797,0.456,0.609,11,0.107,-11.087,major,0.35100000000000003,81.992,4,0.6,Cookies
48,190.616,0.0634,0.631,0.746,0,2,0.0866,-5.49,major,0.147,94.988,4,0.321,"Cool (feat. Marc E. Bassy, Gucci Mane)"
33,219.826,0.21600000000000005,0.7929999999999999,0.7509999999999999,0.00344,0,0.309,-15.292,major,0.16399999999999998,144.148,4,0.967,Cool For Cats
72,237.626,0.0372,0.7190000000000001,0.6709999999999999,8.21e-6,8,0.12,-6.279,major,0.0336,130.02700000000002,4,0.7859999999999999,Cool Kids
27,129.133,0.848,0.414,0.215,0,0,0.151,-15.608,major,0.0314,128.099,4,0.326,Cool Water
45,173.905,0.251,0.7559999999999999,0.575,0.873,8,0.202,-6.693,minor,0.28300000000000003,160.034,4,0.966,Coolin
41,187.655,0.00261,0.459,0.8740000000000001,0,8,0.0975,-6.202999999999999,major,0.0739,144.963,4,0.55,Cop Outs and Cover Ups
56,273.133,0.5489999999999999,0.6920000000000001,0.526,0.00725999999999999,6,0.14400000000000002,-11.729,minor,0.0284,115.29,4,0.6729999999999999,Corazón de Poeta
74,343.413,0.199,0.648,0.846,4.23e-6,0,0.0803,-6.731,major,0.0424,160.075,4,0.815,Corazón partio
30,260.946,0.00406,0.614,0.843,0.00105,9,0.112,-4.886,minor,0.0534,152.898,3,0.423,Corazón Valiente
23,253.933,0.957,0.524,0.108,0.00123,0,0.139,-18.361,major,0.0493,127.982,4,0.322,Corcovado - Quiet Nights Of Quiet Stars
36,91.794,0.00455,0.813,0.483,0.922,5,0.122,-9.139,minor,0.0462,132.999,4,0.21,Corner Store
56,236,0.168,0.863,0.755,1.27e-6,7,0.147,-4.8469999999999995,major,0.0904,100.005,4,0.883,Corona And Lime
48,200.173,0.6459999999999999,0.725,0.273,1.16e-6,8,0.0401,-13.439,major,0.0615,176.192,3,0.926,Corrido De Chito Cano
52,166.034,0.755,0.429,0.5720000000000001,0.00105,8,0.08,-6.279,major,0.0429,190.8,3,0.8959999999999999,Corrido De Olegario
39,232.318,0.00714,0.823,0.8140000000000001,0,10,0.0681,-6.568,minor,0.0993,104.063,4,0.906,Cosa Nuestra de Barrio
48,123.578,0.942,0.138,0.212,0.887,5,0.17,-20.923,minor,0.0305,81.67699999999999,1,0.405,Cosmic Cave
51,176.354,0.281,0.384,0.545,0,3,0.149,-7.188,major,0.0351,168.106,4,0.179,Costume Party
6,187.653,0.0104,0.508,0.823,2.26e-4,6,0.281,-7.611000000000001,minor,0.0662,160.067,4,0.458,Could Have Been Me
39,138.213,0.718,0.345,0.304,0,1,0.0869,-9.744,major,0.0296,109.892,1,0.5529999999999999,Could This Be Magic
42,174.262,0.205,0.7509999999999999,0.5660000000000001,0,7,0.104,-7.122000000000001,minor,0.0582,123.945,4,0.391,Count My Blessings
60,291.906,0.0105,0.461,0.802,2.18e-5,2,0.253,-4.279,major,0.02899999999999999,100.179,4,0.384,Counting Blue Cars (Tell Me Your Thoughts On God)
76,257.839,0.0654,0.664,0.705,0,1,0.115,-4.9719999999999995,minor,0.0382,122.017,4,0.477,Counting Stars
69,287,0.00802,0.872,0.6729999999999999,0,2,0.155,-6.879,major,0.108,162.781,4,0.527,Country Grammar (Hot Shit)
33,131.4,0.805,0.508,0.537,1.12e-4,0,0.085,-7.156000000000001,major,0.0288,146.144,4,0.941,Country Is
51,242.466,0.00141,0.7340000000000001,0.589,0,10,0.363,-6.064,minor,0.0405,128.034,4,0.22,Country Sh*t (Remix)
61,186.666,0.585,0.6679999999999999,0.524,0.397,1,0.252,-8.381,minor,0.0391,139.901,4,0.621,Courtside
64,147.692,0.422,0.825,0.753,4.16e-6,10,0.0385,-8.228,minor,0.0447,130.006,4,0.904,CR-V
52,354.842,0.629,0.531,0.476,0.00257,5,0.0801,-11.328,major,0.0345,130.232,4,0.239,Crack The Case
61,316.333,0.218,0.529,0.654,0.00233,4,0.102,-10.04,major,0.0367,101.258,4,0.485,Crash into Me
74,223.626,8.99e-4,0.607,0.841,0,9,0.34,-3.772,minor,0.0371,104.978,4,0.505,Craving You
60,172.309,0.0508,0.7090000000000001,0.922,0,10,0.52,-3.656,major,0.221,122.83,4,0.947,Crazy
54,203.853,0.889,0.693,0.26,1.33e-5,10,0.212,-11.305,minor,0.0486,103.137,4,0.292,Crazy - Radio 1 Live Lounge Session
40,152.906,0.6659999999999999,0.506,0.42,0,5,0.204,-9.785,major,0.0334,116.76,4,0.7609999999999999,Crazy Arms
65,249.106,5.53e-4,0.6459999999999999,0.72,7.61e-6,7,0.0556,-7.063,major,0.206,99.259,4,0.64,Crazy in Love
68,183.995,0.14300000000000002,0.7609999999999999,0.8270000000000001,0,1,0.116,-3.1460000000000004,major,0.284,105.021,4,0.962,CRB Check (feat. Not3s)
71,163.333,0.857,0.584,0.268,0,3,0.142,-9.54,major,0.0258,85.949,4,0.441,Creo en Ti
46,179.28,0.937,0.542,0.136,6.92e-5,1,0.11,-14.797,minor,0.0348,105.503,4,0.37,Crescent City
76,176.702,0.133,0.728,0.607,0,1,0.0864,-8.417,minor,0.132,129.938,4,0.445,Crew (feat. Brent Faiyaz & Shy Glizzy)
85,232.549,0.03,0.8140000000000001,0.813,9.33e-5,2,0.255,-3.023,minor,0.0561,79.997,4,0.8390000000000001,Criminal
56,209.64,0.235,0.408,0.6920000000000001,0.0255,11,0.197,-9.478,major,0.0685,82.499,4,0.684,Crimson And Clover
62,262.259,0.7959999999999999,0.52,0.33899999999999997,0,0,0.1,-10.722,major,0.0566,65.995,4,0.112,Crowded Places
25,100.026,0.298,0.584,0.805,0,11,0.103,-4.0569999999999995,major,0.109,74.938,4,0.89,Cruise
45,112.879,0.00147,0.815,0.5820000000000001,0.0116,10,0.111,-7.725,minor,0.159,128.06799999999998,5,0.114,Crumbs
62,200.293,0.0296,0.735,0.693,0,1,0.0836,-5.644,minor,0.0294,115.04,4,0.626,Crush
57,275.64,0.278,0.8270000000000001,0.635,1.1899999999999e-4,11,0.109,-6.77,minor,0.251,88.87,4,0.7659999999999999,Crush On You
50,210.133,0.00343,0.595,0.919,3.88e-4,1,0.337,-5.109,minor,0.0832,129.96200000000002,4,0.532,Cry
7,234.923,0.0654,0.924,0.415,5.94e-5,1,0.0222,-8.573,major,0.0804,113.778,4,0.905,Cry On Me
50,194.293,2.99e-4,0.627,0.7759999999999999,5.02e-5,7,0.498,-3.52,major,0.0253,130.003,4,0.6859999999999999,Cry Out for Me
48,246.973,0.0946,0.688,0.578,0,11,0.303,-7.547000000000001,minor,0.36,78.024,4,0.621,Cryin'
35,179.866,0.355,0.626,0.882,5.37e-4,7,0.8340000000000001,-8.818999999999999,major,0.0307,130.06,4,0.977,Crystal Closet Queen
