Potability,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity
unsafe,6.867000691,184.248496,14464.11555,6.759352212,371.2838194,497.7037751,14.78286051,73.4334785,3.484120574
unsafe,7.459144859,217.7001303,19436.50354,4.639115858,352.4244392,494.0943388,14.46029465,57.19618849,3.841052038
unsafe,8.058135997,191.2779316,29298.35949,6.12917258,356.6452541,278.5026326,12.60620441,65.51136125,3.13060894
unsafe,4.594209164,185.6328581,27981.09119,6.761683214,354.7852174,380.7232523,13.98383301,74.57691444,4.917909887
safe,9.058628424,155.3575571,15737.46894,7.251978855,343.233977,463.389256,17.85447002,83.17518934,3.65213447
safe,8.892998479,224.078183,22960.18064,8.982036449,274.6894585,466.2454797,9.693048967,59.57721177,3.619132805
safe,6.100245391,160.6082305,13886.80971,7.542775332,366.6887947,449.9482865,18.72285989,64.39052126,2.174898199
safe,10.01518906,210.126717,9064.035831,7.198432415,363.5618201,324.6479088,10.2130582,92.64389187,3.846547549
unsafe,7.098245544,207.5353809,22671.47976,6.28458211,295.5856857,297.1064944,17.10532774,71.02082543,4.909571475
unsafe,8.558663124,214.1073248,38767.75637,6.608099752,310.0149507,382.6222745,15.8969581,57.19682733,2.590635463
safe,10.04967372,132.8328367,11557.03204,8.550572663,323.508072,442.7680497,13.37614863,92.17616984,5.133477823
unsafe,6.755145902,231.2601313,18536.69865,8.757133179,342.5480142,385.1146477,13.88883433,79.30243573,5.162729749
unsafe,4.98167205,220.9505584,20988.08781,7.985668404,232.5488135,373.6248781,12.23517536,45.95002985,4.47514849
unsafe,7.488133464,177.3530518,24786.05053,8.613303748,369.2106713,387.8680752,14.1494731,48.96599558,3.474034717
safe,7.442536475,180.8590906,18223.02708,8.577249577,405.3200157,564.7934853,14.76833656,57.7575536,2.191138422
unsafe,6.115180039,226.0844294,24699.5239,6.707523246,298.3293394,429.7066808,14.53607988,71.04548037,3.69086186
safe,5.094164361,223.1671255,22957.6534,6.9774209,350.1012754,476.6245497,13.03463789,78.07592324,4.710936484
safe,6.911698241,179.2136742,25612.14891,7.224710175,318.9879136,298.550513,11.85890453,94.34017213,4.616641008
unsafe,7.301903491,224.4678022,23565.1784,7.554047401,280.1294849,487.3333213,8.52486424,68.94019277,3.430699188
unsafe,8.03105522,222.6284245,18134.83502,8.754513038,314.4715658,452.9702847,12.0659628,78.54971219,3.338880126
safe,7.714312672,191.6926397,19789.63608,7.856556902,340.3263144,377.9263683,18.91702672,58.69220411,4.42513397
unsafe,8.576739928,221.1502583,24897.2866,6.222626356,341.80921,389.2927845,15.95213165,36.0825831,3.916114733
unsafe,7.053116739,240.8517699,19500.34998,8.051172566,383.6678659,377.1881249,12.95557726,55.52219529,5.67199885
safe,6.080992869,182.413992,31321.08243,7.624238583,318.7227507,498.4540987,11.3980069,81.28838221,2.09178684
safe,7.058182608,187.9471911,26608.92915,8.556396061,405.4034233,462.314567,18.42838695,41.29033047,3.613834771
safe,4.296247024,278.1475241,19672.48721,4.955218159,414.6367262,330.067379,11.29318661,70.66553966,4.163328982
unsafe,5.428356914,167.0173834,24930.19881,7.967085789,334.0869771,400.3934375,18.17914888,70.31269587,2.847843538
safe,8.447404488,163.9499045,19583.05735,6.433183888,334.6558859,547.0238303,18.23871124,45.66831799,5.21830711
unsafe,7.473235377,223.2649362,19932.58523,5.770106829,317.7088539,590.3251265,13.5569112,89.45357545,3.87771425
safe,5.251353815,167.924336,34768.93342,4.023081339,377.1434889,315.5361054,10.42915946,70.5933871,4.072252323
unsafe,7.615556979,204.8699745,8403.284552,6.012315538,418.3094306,311.1789547,12.74232873,67.28232846,4.243133734
safe,7.657991237,236.9608892,14245.78912,6.289064859,373.1653628,416.6241889,10.46423858,85.85276861,2.437296288
unsafe,9.012100313,268.6792987,13064.45059,7.625640811,358.3367601,549.827142,12.01586777,63.69840388,4.962329207
unsafe,7.754044354,193.4498538,19019.2795,8.107066903,377.9900086,597.486041,8.939818292,45.72130807,3.760298085
safe,6.848000113,199.7768139,26296.9483,7.339173311,354.2505548,397.5364707,22.13995838,51.53496489,3.815227609
safe,4.881729594,136.9904663,19105.0149,7.264677555,419.7164117,358.0463182,13.39939183,75.93405218,3.050197585
unsafe,8.383761691,156.9518646,21923.87409,7.656831105,379.5416409,364.7948827,11.77396431,62.85578035,3.585736635
unsafe,6.632990254,238.3247509,12829.09278,7.347360637,331.3018775,451.7344167,19.6409225,73.20154424,4.36085117
unsafe,10.2099558,148.3792348,18413.09682,7.407967233,390.6190133,410.568172,15.10362434,89.17848451,4.112597752
safe,8.581042821,153.7090925,19970.43429,7.661687284,312.8851272,520.8083591,14.78158449,74.12779299,2.883145377
unsafe,7.217392781,180.1942208,13579.55458,5.993126371,317.9634038,421.9635385,12.37033861,63.44674913,3.746619824
safe,8.458796988,241.76834,29317.14244,5.783275484,313.8855478,328.5794292,18.2960013,84.51098531,3.827431411
unsafe,5.897391121,172.0343853,30575.35714,8.649614737,393.5548922,426.5058343,16.31165824,74.54398067,2.961602418
unsafe,6.901863449,164.7234862,20442.61501,5.163931373,341.537089,468.4163498,10.36262263,65.69487776,4.047907292
safe,6.640862809,215.0608669,16488.04766,6.642337169,304.7574336,507.1288333,11.9791568,18.01527236,4.708268602
unsafe,4.81183249,150.4512796,27547.80706,7.569543693,296.0021941,521.5615613,16.29583717,44.28855177,2.860992949
safe,5.603325961,207.8971872,36873.55799,7.6313458,404.6729209,511.4375201,13.51523573,85.34558485,3.900421361
safe,8.12934172,211.1233123,22982.92744,6.779005477,326.3979533,367.9887837,13.91093319,55.79535664,4.822043564
safe,7.203438849,168.4453579,22826.4847,6.283249716,271.8920447,437.3708632,16.41065407,64.50592258,6.389161009
unsafe,11.23542596,178.5964959,33773.10706,9.063042096,327.6509604,425.8680392,17.98625524,58.98665173,5.147055276
safe,8.848927372,262.5983294,24417.86132,5.399012624,241.1262977,493.8554892,13.26243912,47.11299089,5.992325027
safe,8.433443104,224.856089,12833.46124,6.179495871,327.5332765,411.8499495,17.40042588,72.91730528,3.824734138
unsafe,5.058108869,238.5693804,34873.93452,8.983276144,374.4335045,669.7250862,13.35318143,76.52179975,5.106655774
unsafe,6.427512443,178.3265554,25993.71141,7.29455407,329.6952227,566.7547238,11.97427024,60.73672331,6.032994877
unsafe,5.189413669,171.2389255,12289.90092,10.78649982,301.2308482,501.5597252,12.28433352,54.47393462,4.876273
unsafe,6.140877557,197.8760897,26687.87448,7.587196418,329.2318529,548.0727613,15.83633021,41.26364788,5.359460295
unsafe,8.281120655,227.6543506,17995.40522,7.493278655,323.3799873,459.8655118,14.36366131,16.2915046,3.687995064
unsafe,6.703486854,182.1295143,24316.87515,7.009805809,341.3339517,479.5374969,20.08864338,53.92504534,4.223883711
unsafe,9.177869866,163.2748283,20868.33122,7.726040434,320.4214322,426.9943932,10.2142746,62.43092616,3.108769988
unsafe,7.946767904,277.1169457,24244.11196,7.561175804,273.3843106,306.8374019,11.79623473,70.01966581,3.038483125
safe,5.80897552,157.5522384,7965.207918,6.680188314,262.9957564,377.6972828,17.40103888,69.4611111,3.599933102
safe,8.052893916,198.9944743,9025.07936,7.217787958,338.3969097,328.4331103,9.142523494,42.75321531,3.634844542
safe,7.033945359,246.622871,15428.45092,7.570768596,305.6164225,516.2178472,17.52681934,91.60279375,3.931730863
unsafe,6.665495068,222.4877721,25319.91387,4.970958566,339.0597496,318.5643304,19.36869791,72.71677464,3.928495392
unsafe,8.060609624,208.0427107,15489.32566,5.620298799,361.9704241,423.4208384,15.37154969,75.44558913,3.60090567
safe,6.339142826,167.4197106,16364.15941,8.095991372,312.3940785,372.5116274,21.88708769,91.06635625,3.355765016
safe,7.063646976,140.6128657,17941.81126,6.2753046,376.0461562,402.593602,12.43973968,29.46842812,3.39586624
safe,4.997770601,280.0824107,26849.19474,6.130756542,374.2329606,297.61154,15.57157096,70.56027461,3.404632906
unsafe,8.326349854,213.8748579,35477.76664,8.36413102,346.7870025,569.1032945,17.4664673,62.79290484,4.395284863
unsafe,7.566517125,205.3965817,30823.73049,7.816636047,354.1759723,395.2972755,12.09525149,63.76770204,3.275142037
safe,6.069615757,186.6590397,26138.78019,7.747547481,345.7002573,415.8869545,12.06761957,60.41992108,3.669711704
unsafe,6.001382441,186.8844221,22554.83009,8.391882654,331.2148675,444.8910439,4.466771969,65.95476556,4.036719762
unsafe,5.412762498,226.5864876,45510.58432,7.070185248,307.6214615,420.124761,21.94018962,58.851736,4.091205593
unsafe,3.230973106,120.7854495,13691.09497,6.83595144,328.2402892,261.4352152,18.40613902,54.85212343,3.281920559
unsafe,9.769251006,264.2656543,8471.677381,8.349709767,359.2685426,353.1964755,15.04708691,52.64545853,4.636556195
unsafe,7.480728114,117.0573145,28357.94277,4.70282091,414.85578400000003,472.0593394,18.34021208,76.34458147,3.714874787
unsafe,6.584839333,196.133985,16609.92549,6.673977405,323.372352,304.7136645,12.50155351,85.68214597,3.919954569
unsafe,8.527142498,217.3947785,3413.081633,5.670027421,337.6310733,615.6111669,14.92675099,82.59015205,2.649423905
unsafe,5.487876363,179.2069831,20162.01862,5.211430348,305.2641421,510.6093851,12.58847481,58.86155798,4.223576482
unsafe,8.828094375,196.5628527,17699.61061,8.940380138,379.9142856,486.8632669,17.51728284,61.18284435,3.793317686
unsafe,7.943882477,211.8165512,32071.17937,7.769214769,290.3373982,353.3364843,17.8719497,78.49278326,4.111691345
unsafe,6.032188903,200.4207555,32882.15594,6.516518928,352.0186379,349.9821732,14.10482106,43.37680777,3.423831621
safe,3.975752658,135.891978,17430.84194,6.305787651,373.486425,344.3989116,15.62431029,68.37096811,3.666823799
unsafe,6.912607562,155.7404952,17973.17886,4.916302562,275.9082279,439.6480512,18.38071193,55.50746847,2.612248953
unsafe,7.384048888,148.2961767,14417.97953,9.084967569,347.9620982,316.5795879,13.49398304,58.86150224,5.337987102
unsafe,5.195920669,175.1571552,33473.11252,8.407449954,319.2536314,484.2798902,16.81276697,94.35695427,5.375901894
unsafe,7.815121778,190.3139043,20229.10815,9.186893055,335.6387257,379.222873,14.97934763,73.42542759,3.096163272
unsafe,6.877456933,136.8792139,27433.58729,7.091521514,307.3970883,342.1963466,18.40384583,81.19341217,3.827650072
unsafe,8.040392261,200.6375759,12999.1448,6.696355791,356.8700406,394.0177325,11.1004069,43.62591046,3.017795963
unsafe,5.093675135,251.3137795,30245.95697,6.718829673,267.0260928,271.6307383,14.88242819,70.7784081,4.552571442
safe,7.466558358,212.8160295,16679.67362,5.436264152,366.6013443,358.9095886,6.13421041,46.65542923,4.991674871
unsafe,6.846059942,177.8291271,16515.67039,6.147209937,308.9016959,542.9970994,12.62647377,60.90025425,4.709374128
safe,6.35403811,227.2328954,16174.43374,7.567418626,411.2852513,355.5273068,9.969701406,82.49259499,4.935240394
unsafe,6.353110302,206.2698099,18409.03732,3.72377618,348.2098631,389.6832344,13.20542545,60.29134211,2.856175487
unsafe,6.05460718,228.1980268,10215.81242,5.983974184,306.7968615,441.4985004,17.22914943,65.3402127,4.88916336
unsafe,8.026773256,169.333843,19168.52677,8.081496162,405.5273372,350.5773702,15.17753397,68.00393183,3.735983476
unsafe,6.724639342,223.1754155,41552.01966,7.744699887,271.1571199,463.8852159,13.16503461,61.05879567,2.921414772
unsafe,7.272362197,229.0871406,16404.75948,7.589753626,272.2769116,518.6094797,17.87895558,67.10441715,3.99658137
unsafe,9.497261163,124.4828102,33681.33014,4.81465598,427.1845083,530.2170079,19.97031761,49.80984101,5.24210533
unsafe,9.11278625,205.9410721,20868.62798,6.962789991,330.9342898,422.039495,16.12897565,77.79653007,4.567087634
unsafe,6.571099217,207.741025,23372.88265,6.280195162,313.8469725,497.9023198,12.87480498,75.4167102,4.555949236
unsafe,7.78673469,192.179739,28086.8735,7.157951509,329.7086319,327.3804879,10.68134918,52.41546181,1.96147543
unsafe,7.149124568,202.5825423,23158.3891,6.067812011,302.0027432,301.9842395,17.62259476,42.2927665,3.787033415
safe,7.845879929,193.7849998,13769.86024,9.007161201,343.6208232,510.305603,13.76780176,99.17559467,3.667154205
unsafe,5.91580675,195.7440741,12431.80311,6.6616162,380.7253358,367.8540248,21.30064694,90.39489472,4.513200539
safe,4.668101687,193.6817355,47580.9916,7.166638935,359.9485744,526.4241709,13.89441852,66.68769479,4.43582091
unsafe,8.927078148,241.875105,22821.25438,8.549738274,367.9755579,380.1972,10.85928728,75.85706782,4.601860959
safe,7.543700466,161.6231416,19116.01208,8.493406749,289.9599529,440.2834456,13.33676961,80.24323689,3.630536578
safe,7.02729686,185.8386714,31151.61518,7.625545081,327.2217336,398.7050168,19.46146351,80.69356765,3.392666423
unsafe,6.1798098,248.833263,15391.55915,8.014257064,273.0868901,487.625733,9.696477803,69.69702548,3.70432422
unsafe,8.247148271,175.9118303,9913.963346,4.974506124,324.4333077,302.200496,11.07051143,71.43816536,3.94196926
unsafe,5.057270546,155.4877245,19003.9639,6.25089349,305.8497968,518.1018161,15.77243798,97.19907686,4.432270873
safe,4.857802624,222.3999901,15668.27362,7.900790106,320.3945294,417.8040634,15.53056336,84.22877379,3.966570845
unsafe,6.768060049,179.8059924,23793.03136,5.332099117,333.1981907,461.5304456,13.5573812,60.571241,4.145806702
unsafe,6.514415093,198.7673513,21218.70287,8.67093692,323.596349,413.2904501,14.89999957,79.84784281,5.200885077
unsafe,5.202672013,195.3296887,23051.44186,6.959567222,245.7289485,473.548484,11.65919622,49.52233028,3.927980576
unsafe,6.9870415,169.7271158,19472.62433,5.017698088,366.0189196,425.670964,17.31468113,48.88219843,4.475161103
safe,7.015332583,222.1130042,16351.22629,7.838884174,353.1898057,420.1368731,8.840514451,66.54393516,5.251223104
unsafe,7.985406394,200.1346975,17583.08033,6.771728798,296.5698233,377.5842031,10.28928812,66.89074702,4.752451739
unsafe,8.384623152,166.8783797,29956.36302,9.778122612,307.3629433,546.4823287,17.37026229,37.83564319,3.682780338
unsafe,6.96820896,178.2173112,39995.18627,8.930688995,337.0649498,393.6769575,14.24337353,75.37574269,3.63264389
unsafe,6.729829904,229.4077836,23114.03183,9.73335611,321.1604634,521.8355248,13.14044719,68.2520667,4.724321913
safe,7.007974587,248.9047116,26136.31357,7.773735988,335.0542435,403.7542555,10.90547626,75.33302517,4.628974864
safe,4.761105185,150.0745333,19197.10551,7.936652409,374.4773193,400.4512684,11.13215006,69.26035046,4.581395078
unsafe,7.146117225,181.4344194,33266.57158,8.381737717,373.1971458,485.1092148,15.46998024,52.81293151,4.775201718
unsafe,7.910640914,190.4275996,16461.50232,5.454475986,394.3058761,294.1786394,17.65865165,82.41702192,3.88660269
safe,4.736404607,203.2764198,28698.72996,5.271367217,323.6836829,508.8203409,14.06313997,65.15518183,4.995601766
safe,5.327023534,233.140588,13580.61848,7.362410883,356.4202709,438.5534987,10.04977199,55.23227137,4.855821251
unsafe,8.136497869,184.2318535,30031.83918,6.21530731,373.6527906,400.6118991,15.28878163,37.78709664,4.20418585
unsafe,7.381108534,188.3143778,12320.51229,5.493514236,343.2396122,475.3018837,17.82683829,38.3373455,4.34273753
unsafe,8.408766231,210.7954061,27662.3971,6.634210113,291.6876535,555.580978,12.34483405,67.06182356,2.372791477
unsafe,10.15544017,300.2924758,12652.36298,6.655126363,398.6477857,487.459131,9.347633986,67.91978869,5.00246726
unsafe,7.181448581,209.6256005,15196.22999,5.994678646,338.3364311,342.1112863,7.922598333,71.53795326,5.088859989
safe,5.303764337,231.0187838,6675.682245,6.100064295,388.8020448,465.8305394,14.53124525,77.66802027,4.024520851
unsafe,3.641629777,183.9087223,24752.07246,5.538314133,286.059556,456.8600959,9.034066753,73.59465676,3.464353035
safe,8.249550509,230.9328321,32898.74937,7.019971075,280.6749836,364.9311281,17.05118473,69.78164117,4.284831119
unsafe,7.29195704,202.3290442,21891.67716,7.628746942,339.8290139,379.2701222,7.654955683,64.02152285,4.237643894
unsafe,8.550525459,209.6824662,22377.27295,2.654490954,322.1560371,413.6735861,12.99676073,42.98984918,4.591997454
unsafe,6.316470521,187.030116,32651.80276,8.149177522,314.2083463,463.3412166,14.24342069,60.26917985,4.902735486
unsafe,7.595669984,207.1154702,13486.14219,6.192662701,328.2095662,452.445746,14.81063041,88.02036523,3.403393177
unsafe,6.968131313,205.9825819,19207.31177,7.285997694,283.4785554,459.1766823,17.91696373,50.87882036,3.030823583
safe,7.830607591,213.2492578,18821.38961,6.475112719,316.5724147,405.2787385,16.87239534,55.90576965,3.551568013
unsafe,7.700362305,220.5717962,29432.20825,6.356293646,322.7503277,444.9576179,13.02743928,77.82980159,3.786486994
safe,5.53953369,200.7116811,21021.41826,9.827309049,390.5541558,437.3416552,14.9558904,67.16981627,3.755660187
unsafe,7.864649673,218.1531069,23045.72625,7.432010935,349.9228521,414.3651494,14.78598251,72.60797967,3.585933522
unsafe,7.191962029,228.4099426,15395.46908,7.398602629,334.7776185,294.9155842,13.93229333,50.74836454,4.102719041
safe,6.286806948,258.3000516,13777.37619,7.483257698,328.6806496,563.4347751,16.46083688,73.51665351,4.104863275
unsafe,6.262798867,206.8897483,31414.52581,4.528076191,349.7346616,567.0272739,15.96353978,73.02260527,4.012517558
safe,8.848586283,188.9199829,32033.33202,13.127,182.3973702,479.7919747,12.07044433,77.67133749,4.014681858
safe,5.772769698,186.0606035,26693.76161,5.808579501,333.0733642,312.8693643,12.37627228,32.76116092,4.154685424
safe,6.448931033,240.244771,13979.16572,9.077984756,314.5904772,473.7513016,17.41690264,84.0247864,3.622195522
unsafe,6.538084087,197.4281988,15979.06027,7.424944591,273.7192819,452.1872326,18.58495937,77.73081437,5.143750122
safe,7.736312841,225.0631028,19496.84859,7.158342921,289.9459845,433.9740225,15.15381695,74.76510056,3.700916676
unsafe,6.057904774,149.1227941,23603.50187,6.537028224,302.6986306,393.2934779,17.61522935,54.21793925,4.269753245
unsafe,8.551077748,216.4159321,28909.29028,6.936782341,295.2237067,510.8950007,16.20237144,79.85932286,4.04637969
unsafe,9.671796765,130.6083633,30220.61249,9.309141832,370.2948673,411.8813745,18.02400519,76.15971773,3.895103866
unsafe,6.204429354,211.640958,35439.68784,6.236836217,314.1313174,552.4627918,8.660869468,56.35009618,4.106807505
unsafe,6.265637344,159.2901905,18711.06466,6.835968227,314.2230526,499.604629,15.06171407,68.10721649,3.266028669
unsafe,7.440825031,183.3627126,17259.8523,4.610244692,335.6264426,452.9952928,9.700906283,80.53706529,2.496342612
safe,8.040144167,224.863482,6879.764653,8.136930576,418.9550103,360.9576788,12.40591315,73.21799019,3.986459812
unsafe,7.027185659,185.3207014,30988.97302,8.600477187,327.46267,326.2690802,9.982010229,52.71658854,5.35304334
unsafe,3.84645395,211.7572051,14686.28339,7.557872729,326.9121339,371.2693736,21.7651695,35.78152885,3.143430669
safe,8.628893415,186.6377119,13688.07434,6.289036105,254.3588012,392.7068864,12.38763298,53.15076474,3.071350371
unsafe,7.692523534,220.8191517,26686.84794,8.286210559,299.9588455,564.5269737,13.86177513,77.01593969,4.522431964
unsafe,9.181560007,273.8138067,24041.32628,6.904989726,398.3505168,477.9746419,13.38734078,71.45736221,4.503660796
unsafe,5.198067643,200.4644449,37200.24206,7.401099401,311.7948866,573.1355324,17.23865591,74.94821697,3.295033859
unsafe,9.152284709,229.5404126,24560.70061,7.04232643,372.6944654,395.4043622,14.25330768,40.97435539,3.7927771
unsafe,6.36729853,183.789491,11619.7097,6.035221327,343.8280153,362.7754392,16.64369604,73.25922077,2.61476606
unsafe,4.886057057,272.9203851,15496.61172,6.985179147,266.5622105,569.5812878,17.30153609,79.597988,3.079373114
unsafe,7.595228724,188.3732817,32869.47441,6.745588412,365.2086922,326.6271313,13.88332895,73.43822049,3.497604114
safe,8.907987118,202.4612113,33653.76196,5.431878696,330.8271328,426.186565,18.75990224,79.37062125,4.641258532
unsafe,7.103348375,249.5893587,4425.42644,8.211762262,293.078666,268.4408502,18.42298541,68.47419413,4.417193561
safe,6.602539772,174.6329772,21607.48324,6.581327181,308.9314206,657.5704218,9.064445019,68.82704725,3.592496085
safe,6.641174116,191.9168989,10220.71236,6.675080629,380.3635902,421.4173518,12.24325247,65.17992724,3.154701122
safe,7.617014109,214.4043627,29818.09504,6.508853439,298.3518502,494.9455371,13.31022369,70.04800689,3.800552599
safe,6.81760838,219.3374288,27548.61418,6.298121347,340.9376138,530.7100255,19.48679098,68.56879118,3.04829206
safe,5.646083312,219.3429325,22455.69501,8.283757695,386.0387902,401.2562923,16.65011437,31.17403937,3.938505627
safe,9.794558699,129.8709584,20682.73174,9.390842593,291.9800835,427.1239484,11.85322809,78.71146943,2.945418738
unsafe,6.492627157,213.0653848,34314.08709,9.041146085,335.2919259,313.254743,11.13531183,70.82910987,3.378778493
safe,7.717076952,211.6813272,21400.0165,6.987854135,268.944957,495.9149193,11.4407465,85.05154575,4.967975792
unsafe,9.349469962,252.1484987,13137.49076,6.173823145,320.323984,349.8160843,13.10989785,58.80129097,3.778022672
unsafe,8.522567733,208.1329997,16446.32805,6.729775469,372.5038427,346.3745976,12.00217768,80.75861775,3.358284405
safe,6.888547603,179.6324755,30722.29823,6.579328071,284.8857433,393.4931553,7.701010154,63.29358452,2.901432044
safe,7.17617087,206.2949006,25794.95019,7.794726949,321.2840794,485.2544296,15.57487691,49.15196026,4.742966749
safe,5.842359064,217.3247995,29644.81361,4.179107963,328.5039211,310.7711779,14.33539517,62.65495596,3.8652959670000002
unsafe,4.252985001,149.9386547,20497.82222,3.271144024,302.8198226,427.1137557,16.0869495,68.20087712,3.58830042
unsafe,7.290088572,205.2131051,26115.61633,5.13789062,357.7940881,402.8747986,7.96047754,63.69851444,4.700618336
safe,4.923178856,208.406673,15990.14923,5.648145718,349.655175,404.4057627,11.40337222,84.52577496,3.329600783
unsafe,9.00258311,202.9907653,19523.12486,7.244753274,330.3615123,366.4917287,15.68940449,55.69739952,4.904837415
safe,7.291888325,127.5442971,27784.04848,9.754475933,247.3354119,439.6493286,17.28504169,59.55632952,5.328712788
unsafe,8.532377474,216.4541076,30268.42127,6.298969846,330.9784658,436.1649753,11.89570044,55.92182717,2.380088049
unsafe,4.560916536,165.7731189,22939.14438,7.988231918,352.7935278,323.7832771,13.56415012,79.3165852,4.123621736
safe,6.417702476,185.3121832,33360.17072,5.573848754,374.7138549,509.8196527,17.84899443,103.3218269,4.046305672
safe,7.313446756,158.7074718,23154.06232,4.143329384,276.5501613,436.5172742,10.89008481,87.91253015,2.220639923
safe,7.82197094,157.1815455,23318.18798,9.08403988,324.8516587,294.6365314,17.186765780000002,72.56837619,3.532958335
unsafe,7.735705022,137.3181658,16723.97724,7.675826174,282.5398923,595.3292635,18.75613937,63.04277916,2.148611536
safe,7.679595096,200.0729284,32000.84391,7.63372525,290.7403373,583.6083978,16.844509,39.36705645,3.297525234
safe,8.304334653,155.5699415,18253.1811,11.44846933,329.100636,380.3234402,13.75592628,35.05703049,4.181254134
unsafe,6.950786515,201.8054906,21709.64771,6.120771056,352.3037707,417.1844458,19.68349292,49.23680886,3.997975215
unsafe,6.934310583,228.1944755,13901.64468,6.04550287,281.5521165,403.2150907,17.81190034,66.77933762,4.210975273
unsafe,5.284096687,185.7054923,26532.73725,6.132545674,328.1395817,543.1817477,17.39846476,47.0663922,4.800963142
safe,9.271578533,274.0213909,38886.38768,8.045991283,244.0862569,504.6167925,15.98106765,62.32004847,3.54960841
safe,6.528490775,184.4291595,10835.20116,6.826330632,378.77572,430.4187865,13.62132497,100.8217919,4.585971676
safe,8.073278952,191.8155235,17106.43865,7.8987316,333.477592,432.8987489,13.33538104,54.21628416,4.854312786
unsafe,6.492638846,172.8639603,14625.56136,7.7365695,349.4040572,652.5375916,10.21205821,56.94972417,4.667770161
safe,5.023380784,136.9768791,15040.84148,7.58802134,409.9187017,454.8848091,14.24509139,71.9838514,4.477351412
unsafe,10.43329098,117.7912296,22326.89205,8.161504811,307.7075086,412.9868338,12.89070856,65.73347839,5.057310517
safe,9.484703254,122.9069908,56351.3963,4.219710533,219.5534368,480.8480635,13.53343295,41.73121923,4.132274238
safe,8.210443565,167.1021915,13933.08536,10.42284178,243.4859418,391.0688736,13.74705768,61.05821029,4.97605516
safe,8.390500572,215.295518,27032.14226,6.553957722,282.859453,443.4455903,12.841611,46.36821941,4.150359337
safe,4.574124682,134.2012887,22520.41864,8.1918270540000009,403.3423899,372.2001389,11.2609135,69.04715948,3.086499926
unsafe,5.369584181,170.8351922,27199.64199,8.065885726,376.0556373,401.8330357,14.08198096,81.74022452,3.357484436
unsafe,9.608533594,231.3402282,4544.841718,6.577834048,300.9223297,328.9044942,11.78961929,78.56818212,3.042796944
unsafe,4.430281212,139.6857588,28862.25717,8.961372377,298.3794584,434.7812671,17.29929446,63.04250092,4.384565156
unsafe,7.437216653,242.7299686,20185.58716,6.121662233,306.1692512,413.655951,10.26277763,64.52918474,3.866874573
safe,5.800034177,181.453515,13028.68846,6.106764784,374.3577839,405.51722,15.77382535,35.33813349,4.074407572
safe,8.81350466,236.392817,40684.39001,6.608774672,303.5298176,278.3551233,14.57605743,72.87269686,4.242459863
unsafe,7.283913577,197.6021251,23112.50444,9.502809435,332.3319845,449.3616793,14.45859092,70.00021888,3.571862512
safe,6.769834881,177.173258,34596.00187,2.86607303,369.5329965,389.5162861,17.26807363,64.86860788,3.655789569
unsafe,7.610509211,208.817812,34538.54404,5.600619955,301.7872407,470.7403123,15.66890769,35.36505392,4.692217919
unsafe,10.18843265,286.5679908,7105.800709,9.840540425,321.6860585,437.8795085,12.87159907,78.73205511,4.635243483
unsafe,6.088022489,162.278357,23567.13288,7.698581723,372.8350811,387.9706352,13.66360729,75.2660643,4.173083496
unsafe,6.217255307,205.6482515,32911.92972,5.946073643,298.3904904,414.7710169,12.12836583,79.24503324,2.08142502
safe,5.72968912,173.9750271,14304.76308,5.340088453,369.15397,471.6799014,16.42422724,58.15768751,5.100552354
safe,6.957433638,214.380139,15007.42153,6.997160011,328.81876,468.5550615,17.40726104,104.207104,4.89205044
unsafe,8.307462969,229.9412343,18452.64557,6.895145947,338.4837028,464.9009848,9.512102516,84.05341481,4.625729242
unsafe,8.528292138,227.6862066,27352.34341,7.676323151,349.995746,388.1377538,12.61173596,80.18607145,4.596923506
unsafe,8.759488715,219.92139,33364.91812,5.687072313,324.0385057,443.5480065,17.76334283,79.74786822,2.88957811
unsafe,5.38984593,163.3443524,19646.23342,9.092721173,314.2375769,491.750448,15.49632541,48.68658362,3.577674921
unsafe,4.902158989,214.6437558,28278.78928,9.915647165,337.137553,375.0363685,15.5031442,61.59103601,3.499048523
unsafe,6.475885399,177.2949494,16532.82882,10.09658797,305.2489447,466.64942,6.776145723,65.1464903,4.306112971
safe,7.503085765,186.713329,32000.17894,7.641776467,315.9741471,473.5316111,12.0491306,43.28047646,4.305513625
safe,5.161878763,179.6364093,18666.56364,5.196132621,400.8960233,485.3119536,14.05970778,75.82204966,4.320100541
unsafe,7.822257363,200.0027932,22411.00686,5.283593552,343.0803772,593.4836023,12.27307332,75.25621195,3.080865919
unsafe,5.906441765,177.8913689,27296.29404,8.86926796,312.0157982,385.8128184,13.93868558,60.6137952,4.807495942
safe,11.24450714,169.4036547,43533.65785,5.888459998,341.0295996,336.4466548,16.08971042,59.49402634,2.929952739
unsafe,10.22768969,225.9191183,9546.129215,5.899676357,313.9873427,372.5327525,15.28429126,61.25804566,4.78632982
unsafe,7.74045387,182.5410725,19713.50437,8.854386131,382.3415896,489.0470441,8.866966526,57.8774554,3.54131667
unsafe,5.59662785,177.2137917,17925.35212,8.43547011,303.7341659,552.3087055,10.33998559,57.82061113,5.235111121
unsafe,6.753128353,191.9829945,18222.93196,3.920973662,296.196618,389.7424621,9.689143568,92.21961523,5.102516757
