survived,fare,pclass,sex,age,sibsp,parch
1,7.8875,3,male,NA,0,0
0,7.2292,3,male,30,0,0
0,7.8958,3,male,NA,0,0
0,7.925,3,female,27,1,0
0,7.925,3,female,25,1,0
0,7.8958,3,male,NA,0,0
1,7.8958,3,male,29,0,0
1,7.7958,3,male,21,0,0
0,7.05,3,male,NA,0,0
0,7.8542,3,male,20,0,0
0,7.8542,3,male,48,0,0
0,7.0542,3,male,17,1,0
1,7.75,3,female,NA,0,0
1,8.1125,3,male,NA,0,0
0,6.4958,3,male,34,0,0
1,7.775,3,male,26,0,0
0,7.7958,3,male,22,0,0
0,8.6542,3,male,33,0,0
0,7.775,3,male,31,0,0
0,7.8542,3,male,29,0,0
1,11.1333,3,male,4,1,1
1,11.1333,3,female,1,1,1
0,0,3,male,49,0,0
0,7.775,3,male,33,0,0
0,0,3,male,19,0,0
1,11.1333,3,female,27,0,2
0,23.45,3,male,NA,1,2
0,23.45,3,female,NA,1,2
0,23.45,3,male,NA,1,2
0,23.45,3,female,NA,1,2
0,7.8958,3,male,23,0,0
1,7.8542,3,male,32,0,0
0,7.8542,3,male,27,0,0
0,9.825,3,female,20,1,0
0,9.825,3,female,21,1,0
1,7.925,3,male,32,0,0
0,7.125,3,male,17,0,0
0,8.4333,3,male,21,0,0
0,7.8958,3,male,30,0,0
1,7.7958,3,male,21,0,0
0,7.8542,3,male,33,0,0
0,7.5208,3,male,22,0,0
1,13.4167,3,female,4,0,1
1,13.4167,3,male,39,0,1
0,7.2292,3,male,NA,0,0
0,7.2292,3,male,18.5,0,0
0,7.75,3,male,NA,0,0
0,7.25,3,male,NA,0,0
1,7.75,3,female,NA,0,0
1,7.75,3,female,NA,0,0
0,7.8292,3,male,34.5,0,0
0,8.05,3,male,44,0,0
1,7.75,3,male,NA,0,0
0,14.4542,3,male,NA,1,0
0,14.4542,3,female,NA,1,0
0,7.75,3,male,NA,1,0
0,7.75,3,male,NA,1,0
0,7.7375,3,male,NA,0,0
0,8.6625,3,female,22,2,0
0,8.6625,3,male,26,2,0
1,22.025,3,female,4,0,2
1,22.025,3,male,29,3,1
1,22.025,3,female,26,1,1
0,12.1833,3,female,1,1,1
0,7.8542,3,male,18,1,1
0,12.1833,3,female,36,0,2
0,7.8958,3,male,NA,0,0
1,7.2292,3,male,25,0,0
0,7.225,3,male,NA,0,0
0,9.5875,3,female,37,0,0
0,7.8958,3,male,NA,0,0
1,56.4958,3,male,NA,0,0
0,56.4958,3,male,NA,0,0
1,7.25,3,female,22,0,0
0,7.75,3,male,NA,0,0
1,56.4958,3,male,26,0,0
0,9.4833,3,male,29,0,0
0,7.775,3,male,29,0,0
0,7.775,3,male,22,0,0
1,7.225,3,male,22,0,0
0,25.4667,3,male,NA,3,1
0,25.4667,3,female,NA,3,1
0,25.4667,3,female,NA,3,1
0,25.4667,3,female,NA,3,1
0,25.4667,3,female,NA,0,4
0,7.925,3,male,32,0,0
0,6.4375,3,male,34.5,0,0
0,15.5,3,female,NA,1,0
0,15.5,3,male,NA,1,0
0,0,3,male,36,0,0
0,24.15,3,male,39,0,0
0,9.5,3,male,24,0,0
0,7.775,3,female,25,0,0
0,7.75,3,female,45,0,0
0,15.55,3,male,36,1,0
0,15.55,3,female,30,1,0
1,7.925,3,male,20,1,0
0,7.8792,3,male,NA,0,0
0,56.4958,3,male,28,0,0
0,7.55,3,male,NA,0,0
0,16.1,3,male,30,1,0
0,16.1,3,female,26,1,0
0,7.8792,3,male,NA,0,0
0,7.25,3,male,20.5,0,0
1,8.6625,3,male,27,0,0
0,7.0542,3,male,51,0,0
1,7.8542,3,female,23,0,0
1,7.5792,3,male,32,0,0
0,7.8958,3,male,NA,0,0
0,7.55,3,male,NA,0,0
1,7.75,3,female,NA,0,0
1,7.1417,3,male,24,0,0
0,7.125,3,male,22,0,0
0,7.8792,3,female,NA,0,0
0,7.75,3,male,NA,0,0
0,8.05,3,male,NA,0,0
0,7.925,3,male,29,0,0
1,7.2292,3,male,NA,0,0
0,7.75,3,female,30.5,0,0
1,7.7375,3,female,NA,0,0
0,7.2292,3,male,NA,0,0
0,7.8958,3,male,35,0,0
0,7.8958,3,male,33,0,0
1,7.225,3,female,NA,0,0
0,7.8958,3,male,NA,0,0
1,7.75,3,female,NA,0,0
1,7.75,3,male,NA,0,0
1,23.25,3,female,NA,2,0
1,23.25,3,female,NA,2,0
1,23.25,3,male,NA,2,0
1,7.7875,3,female,NA,0,0
0,15.5,3,male,NA,0,0
1,7.8792,3,female,NA,0,0
1,8.0292,3,female,15,0,0
0,7.75,3,female,35,0,0
0,7.75,3,male,NA,0,0
0,16.1,3,male,24,1,0
0,16.1,3,female,19,1,0
0,7.75,3,female,NA,0,0
0,8.05,3,female,NA,0,0
0,8.05,3,female,NA,0,0
0,8.05,3,male,55.5,0,0
0,7.75,3,male,NA,0,0
1,7.775,3,male,21,0,0
0,8.05,3,male,NA,0,0
0,7.8958,3,male,24,0,0
0,7.8958,3,male,21,0,0
0,7.8958,3,male,28,0,0
0,7.8958,3,male,NA,0,0
1,7.8792,3,female,NA,0,0
0,7.65,3,male,25,0,0
1,12.475,3,male,6,0,1
1,12.475,3,female,27,0,1
0,8.05,3,male,NA,0,0
1,24.15,3,female,NA,1,0
0,24.15,3,male,NA,1,0
0,8.4583,3,male,NA,0,0
0,8.05,3,male,34,0,0
0,7.75,3,male,NA,0,0
1,7.775,3,male,NA,0,0
1,15.2458,3,male,NA,1,1
1,15.2458,3,male,NA,1,1
1,15.2458,3,female,NA,0,2
1,7.2292,3,female,NA,0,0
0,8.05,3,male,NA,0,0
1,7.7333,3,female,NA,0,0
1,7.75,3,female,24,0,0
0,8.05,3,male,NA,0,0
1,15.5,3,female,NA,1,0
1,15.5,3,female,NA,1,0
1,15.5,3,female,NA,0,0
0,7.75,3,male,18,0,0
0,7.8958,3,male,22,0,0
1,7.225,3,female,15,0,0
1,15.7417,3,female,1,0,2
1,15.7417,3,male,20,1,1
1,15.7417,3,female,19,1,1
0,8.05,3,male,33,0,0
0,7.8958,3,male,NA,0,0
0,7.2292,3,male,NA,0,0
0,7.75,3,female,NA,0,0
0,7.8958,3,male,NA,0,0
1,11.2417,3,male,12,1,0
1,11.2417,3,female,14,1,0
0,7.925,3,female,29,0,0
0,8.05,3,male,28,0,0
1,7.775,3,female,18,0,0
1,7.8542,3,female,26,0,0
0,7.8542,3,male,21,0,0
0,7.125,3,male,41,0,0
1,7.925,3,male,39,0,0
0,7.8,3,male,21,0,0
0,7.2292,3,male,28.5,0,0
1,7.75,3,female,22,0,0
0,6.2375,3,male,61,0,0
0,15.5,3,male,NA,1,0
0,7.8292,3,male,NA,0,0
1,15.5,3,female,NA,1,0
0,7.7333,3,male,NA,0,0
0,7.75,3,male,NA,0,0
0,7.75,3,male,NA,0,0
0,9.225,3,male,23,0,0
0,7.75,3,female,NA,0,0
1,7.75,3,female,NA,0,0
1,7.8792,3,female,NA,0,0
1,7.775,3,female,22,0,0
1,7.75,3,male,NA,0,0
1,7.8292,3,female,NA,0,0
1,3.1708,3,male,9,0,1
0,22.525,3,male,28,0,0
0,8.4042,3,male,42,0,1
0,7.3125,3,male,NA,0,0
0,7.8542,3,female,31,0,0
0,7.8542,3,male,28,0,0
1,7.775,3,male,32,0,0
0,9.225,3,male,20,0,0
0,8.6625,3,female,23,0,0
0,8.6625,3,female,20,0,0
0,8.6625,3,male,20,0,0
0,9.2167,3,male,16,0,0
1,8.6833,3,female,31,0,0
0,7.6292,3,female,NA,0,0
0,21.075,3,male,2,3,1
0,21.075,3,male,6,3,1
0,21.075,3,female,3,3,1
0,21.075,3,female,8,3,1
0,21.075,3,female,29,0,4
0,39.6875,3,male,1,4,1
0,39.6875,3,male,7,4,1
0,39.6875,3,male,2,4,1
0,39.6875,3,male,16,4,1
0,39.6875,3,male,14,4,1
0,39.6875,3,female,41,0,5
0,8.6625,3,male,21,0,0
0,14.5,3,male,19,0,0
0,8.7125,3,male,NA,0,0
0,7.8958,3,male,32,0,0
0,13.775,3,male,0.75,1,1
0,13.775,3,female,3,1,1
0,13.775,3,female,26,0,2
0,7,3,male,NA,0,0
0,7.775,3,male,NA,0,0
0,8.05,3,male,NA,0,0
0,7.925,3,male,21,0,0
0,7.925,3,male,25,0,0
0,7.25,3,male,22,0,0
1,7.775,3,male,25,1,0
1,22.3583,3,male,NA,1,1
1,22.3583,3,female,NA,1,1
1,22.3583,3,female,NA,0,2
0,8.1375,3,female,NA,0,0
0,8.05,3,male,24,0,0
0,7.8958,3,female,28,0,0
0,7.8958,3,male,19,0,0
0,7.8958,3,male,NA,0,0
0,7.775,3,male,25,1,0
0,7.775,3,female,18,0,0
1,8.05,3,male,32,0,0
0,7.8958,3,male,NA,0,0
0,8.6625,3,male,17,0,0
0,8.6625,3,male,24,0,0
0,7.8958,3,male,NA,0,0
0,8.1125,3,female,NA,0,0
0,7.2292,3,male,NA,0,0
0,7.25,3,male,NA,0,0
0,7.8958,3,male,38,0,0
0,8.05,3,male,21,0,0
0,29.125,3,male,10,4,1
0,29.125,3,male,4,4,1
0,29.125,3,male,7,4,1
0,29.125,3,male,2,4,1
0,29.125,3,male,8,4,1
0,29.125,3,female,39,0,5
0,39.6875,3,female,22,0,0
0,7.125,3,male,35,0,0
1,7.7208,3,female,NA,0,0
0,14.5,3,male,NA,0,0
0,14.5,3,female,NA,0,0
0,14.5,3,male,50,1,0
0,14.5,3,female,47,1,0
0,8.05,3,male,NA,0,0
0,7.775,3,male,NA,0,0
0,20.2125,3,female,2,1,1
0,20.2125,3,male,18,1,1
0,20.2125,3,female,41,0,2
1,8.05,3,female,NA,0,0
0,8.05,3,male,50,0,0
0,8.05,3,male,16,0,0
1,7.75,3,male,NA,0,0
0,24.15,3,male,NA,0,0
0,7.2292,3,male,NA,0,0
0,7.225,3,male,25,0,0
0,7.225,3,male,NA,0,0
0,7.7292,3,male,NA,0,0
0,7.575,3,male,NA,0,0
0,7.25,3,male,38.5,0,0
0,69.55,3,male,NA,8,2
0,69.55,3,male,14.5,8,2
0,69.55,3,female,NA,8,2
0,69.55,3,female,NA,8,2
0,69.55,3,female,NA,8,2
0,69.55,3,female,NA,8,2
0,69.55,3,male,NA,8,2
0,69.55,3,male,NA,8,2
0,69.55,3,male,NA,8,2
0,69.55,3,male,NA,1,9
0,69.55,3,female,NA,1,9
0,9.325,3,male,24,0,0
1,7.65,3,female,21,0,0
0,7.925,3,male,39,0,0
0,21.6792,3,male,NA,2,0
0,21.6792,3,male,NA,2,0
0,21.6792,3,male,NA,2,0
1,16.7,3,female,1,1,1
1,16.7,3,female,24,0,2
1,16.7,3,female,4,1,1
1,9.5,3,male,25,0,0
0,8.05,3,male,20,0,0
0,8.05,3,male,24.5,0,0
0,7.725,3,male,NA,0,0
0,7.8958,3,male,NA,0,0
0,7.75,3,male,NA,0,0
1,9.5,3,male,29,0,0
0,15.1,3,male,NA,0,0
1,7.7792,3,female,NA,0,0
0,8.05,3,male,NA,0,0
0,8.05,3,male,NA,0,0
0,7.2292,3,male,22,0,0
0,8.05,3,male,NA,0,0
0,7.8958,3,male,40,0,0
0,7.925,3,male,21,0,0
1,7.4958,3,female,18,0,0
0,27.9,3,male,4,3,2
0,27.9,3,male,10,3,2
0,27.9,3,female,9,3,2
0,27.9,3,female,2,3,2
0,27.9,3,male,40,1,4
0,27.9,3,female,45,1,4
0,7.8958,3,male,NA,0,0
0,8.05,3,male,NA,0,0
0,8.6625,3,male,NA,0,0
0,7.75,3,male,NA,0,0
1,7.7333,3,female,NA,0,0
0,7.65,3,male,19,0,0
0,8.05,3,male,30,0,0
0,8.05,3,male,NA,0,0
0,8.05,3,male,32,0,0
0,7.8958,3,male,NA,0,0
0,8.6625,3,male,33,0,0
1,7.55,3,female,23,0,0
0,8.05,3,male,21,0,0
0,NA,3,male,60.5,0,0
0,7.8958,3,male,19,0,0
0,9.8375,3,female,22,0,0
1,7.925,3,male,31,0,0
0,8.6625,3,male,27,0,0
0,10.4625,3,female,2,0,1
0,10.4625,3,female,29,1,1
1,8.05,3,male,16,0,0
1,7.925,3,male,44,0,0
0,7.05,3,male,25,0,0
0,7.775,3,male,74,0,0
1,9.225,3,male,14,0,0
0,7.7958,3,male,24,0,0
1,7.7958,3,male,25,0,0
0,8.05,3,male,34,0,0
1,8.5167,3,male,0.4167,0,1
0,6.4375,3,male,NA,1,0
0,6.4375,3,male,NA,0,0
0,7.225,3,male,NA,0,0
1,8.5167,3,female,16,1,1
0,8.05,3,male,NA,0,0
0,16.1,3,male,NA,1,0
1,16.1,3,female,NA,1,0
0,7.925,3,male,32,0,0
0,7.75,3,male,NA,0,0
0,7.8958,3,male,NA,0,0
0,8.05,3,male,30.5,0,0
0,8.05,3,male,44,0,0
0,7.2292,3,male,NA,0,0
1,0,3,male,25,0,0
0,7.2292,3,male,NA,0,0
1,15.2458,3,male,7,1,1
1,15.2458,3,female,9,1,1
1,15.2458,3,female,29,0,2
0,7.8958,3,male,36,0,0
1,9.8417,3,female,18,0,0
1,9.5875,3,female,63,0,0
0,14.5,3,male,NA,1,1
0,14.5,3,male,11.5,1,1
0,14.5,3,male,40.5,0,2
0,24.15,3,female,10,0,2
0,24.15,3,male,36,1,1
0,24.15,3,female,30,1,1
0,9.5,3,male,NA,0,0
0,9.5,3,male,33,0,0
0,9.5,3,male,28,0,0
0,9.5,3,male,28,0,0
0,9,3,male,47,0,0
0,18,3,female,18,2,0
0,18,3,male,31,3,0
0,18,3,male,16,2,0
0,18,3,female,31,1,0
1,7.225,3,male,22,0,0
0,7.8542,3,male,20,0,0
0,7.8542,3,female,14,0,0
0,7.8958,3,male,22,0,0
0,9,3,male,22,0,0
0,8.05,3,male,NA,0,0
0,7.55,3,male,NA,0,0
0,8.05,3,male,NA,0,0
0,9.5,3,male,32.5,0,0
1,7.2292,3,female,38,0,0
0,7.75,3,male,51,0,0
0,6.4958,3,male,18,1,0
0,6.4958,3,male,21,1,0
1,7,3,female,47,1,0
0,8.7125,3,male,NA,0,0
0,7.55,3,male,NA,0,0
0,8.05,3,male,NA,0,0
0,16.1,3,male,28.5,0,0
0,7.25,3,male,21,0,0
0,8.6625,3,male,27,0,0
0,7.25,3,male,NA,0,0
0,9.5,3,male,36,0,0
0,14.4542,3,male,27,1,0
1,14.4542,3,female,15,1,0
0,7.225,3,male,45.5,0,0
0,7.225,3,male,NA,0,0
0,14.4583,3,male,NA,0,0
0,14.4542,3,female,14.5,1,0
0,14.4542,3,female,NA,1,0
0,7.225,3,male,26.5,0,0
0,7.225,3,male,27,0,0
0,7.875,3,male,29,0,0
